str_res_item_name_3000003,音符雷达
str_res_item_name_3050323,人气道具包
str_res_item_detail_3050323,特别的道具包裹
str_res_item_name_3084500,暖暖的天礼盒
str_res_item_detail_3084500,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084501,fafa礼盒
str_res_item_detail_3084501,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084502,春季盛宴礼盒
str_res_item_detail_3084502,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084503,最强舞者礼盒
str_res_item_detail_3084503,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084504,了不起的礼盒
str_res_item_detail_3084504,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084505,厉害的不得了的礼盒
str_res_item_detail_3084505,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084506,哇塞好厉害礼盒
str_res_item_detail_3084506,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3018404,黑金舞者精魄
str_res_item_detail_3018404,神秘的兑换道具
str_res_item_name_3018405,万能的钥匙
str_res_item_detail_3018405,神秘的兑换道具
str_res_item_name_3018406,RP
str_res_item_detail_3018406,看这个名字，就是越多越好的东西。
str_res_item_name_3018407,掉在地上的钱
str_res_item_detail_3018407,还看，还不快捡
str_res_item_name_3000046,1级家族水晶
str_res_item_detail_3000046,对局中使用，增加你与本局家族好友99友好度
str_res_item_name_3000047,2级家族水晶
str_res_item_detail_3000047,对局中使用，增加你与本局家族好友233友好度
str_res_item_name_3000048,S级家族水晶
str_res_item_detail_3000048,对局中使用，增加你与本局家族好友999友好度
str_res_item_name_3000049,1级心动钻石
str_res_item_detail_3000049,与伴侣共同对局中使用，增加双方233心动值
str_res_item_name_3000050,2级心动钻石
str_res_item_detail_3000050,与伴侣共同对局中使用，增加双方1314心动值
str_res_item_name_3000051,S级心动钻石
str_res_item_detail_3000051,与伴侣共同对局中使用，增加双方3344心动值
str_res_item_name_3000052,1级人气精魄
str_res_item_detail_3000052,观战中对指定玩家使用，增加该玩家666人气值
str_res_item_name_3000053,2级人气精魄
str_res_item_detail_3000053,观战中对指定玩家使用，增加该玩家1888人气值
str_res_item_name_3000054,S级人气精魄
str_res_item_detail_3000054,观战中对指定玩家使用，增加该玩家3344人气值
str_res_item_name_3000055,TOTO变身道具
str_res_item_detail_3000055,对局中使用，随机将对局参与者中的一个人变成TOTO，持续20小节。
str_res_item_name_3000056,猫咪老师变身道具
str_res_item_detail_3000056,对局中使用，随机将对局参与者中的一个人变成猫咪老师，持续20小节。
str_res_item_name_3000057,柯基变身道具
str_res_item_detail_3000057,对局中使用，随机将对局参与者中的一个人变成柯基，持续20小节。
str_res_item_name_3000058,熊本部长变身道具
str_res_item_detail_3000058,对局中使用，随机将对局参与者中的一个人变成熊本部长，持续20小节。
str_res_item_name_3116071,辞旧迎新精华
str_res_item_detail_3116071,舞灵精华的一种，辞旧迎新庆新春，欢欢喜喜过大年。装备在舞灵塔可以带有特殊魔法效果。此物品可在商城购买，不可重复获取
str_res_item_name_3084468,初级守护礼包
str_res_item_detail_3084468,此礼包可通过成为梦工厂主播的初级守护获得
str_res_item_name_3084469,中级守护礼包
str_res_item_detail_3084469,此礼包可通过成为梦工厂主播的中级守护获得
str_res_item_name_3084470,高级守护礼包
str_res_item_detail_3084470,此礼包可通过成为梦工厂主播的高级守护获得
str_res_item_name_3084471,天使守护礼包
str_res_item_detail_3084471,此礼包可通过成为梦工厂主播的天使守护获得
str_res_item_name_3084472,精灵守护礼包
str_res_item_detail_3084472,此礼包可通过成为梦工厂主播的精灵守护获得
str_res_item_name_3084473,灵魂守护礼包
str_res_item_detail_3084473,此礼包可通过成为梦工厂主播的灵魂守护获得
str_res_item_name_3084474,非凡守护礼包
str_res_item_detail_3084474,此礼包可通过成为梦工厂主播的非凡守护获得
str_res_item_name_3084475,至尊守护礼包
str_res_item_detail_3084475,此礼包可通过成为梦工厂主播的至尊守护获得
str_res_item_name_3084476,星尊守护礼包
str_res_item_detail_3084476,此礼包可通过成为梦工厂主播的星尊守护获得
str_res_item_name_3084477,天尊守护礼包
str_res_item_detail_3084477,此礼包可通过成为梦工厂主播的天尊守护获得
str_res_item_name_3084478,超凡守护礼包
str_res_item_detail_3084478,此礼包可通过成为梦工厂主播的超凡守护获得
str_res_item_name_3018409,活跃之光
str_res_item_detail_3018409,闪烁的活跃之光，可通过游戏内的家园、时尚、宠物以及社区等玩法中获得，在活跃中心使用，使用时可以直接完成活跃任务并领取任务奖励哦
str_res_item_name_3018410,10积分能量
str_res_item_detail_3018410,凝聚了炫舞小镇中活跃能量的碎片，使用后可增加10点活跃积分，数值增加的结果不会超出积分上限
str_res_item_name_3018411,50积分能量
str_res_item_detail_3018411,凝聚了炫舞小镇中活跃能量的碎片，使用后可增加50点活跃积分，数值增加的结果不会超出积分上限
str_res_item_name_3018412,100积分能量
str_res_item_detail_3018412,凝聚了炫舞小镇中活跃能量的碎片，使用后可增加100点活跃积分，数值增加的结果不会超出积分上限
str_res_item_name_3018413,50积分精华
str_res_item_detail_3018413,凝聚了炫舞小镇中活跃能量的精华，使用后可增加50点活跃积分，数值增加的结果不受积分上限影响
str_res_item_name_3018414,100积分精华
str_res_item_detail_3018414,凝聚了炫舞小镇中活跃能量的精华，使用后可增加100点活跃积分，数值增加的结果不受积分上限影响
str_res_item_name_3018415,200积分精华
str_res_item_detail_3018415,凝聚了炫舞小镇中活跃能量的精华，使用后可增加200点活跃积分，数值增加的结果不受积分上限影响
str_res_item_name_3018408,荣耀币
str_res_item_detail_3018408,象征荣耀的珍贵货币，可在荣耀商店兑换奖励。
str_res_item_name_3034052,竹林嬉戏
str_res_item_name_3034053,摇曳秋千
str_res_item_name_3034051,滚滚乐园
str_res_item_name_3034054,深海乐园
str_res_item_name_3097402,叶落星洒碎片
str_res_item_detail_3097402,有着神奇的作用的碎片，可以用来制作“叶落星洒”卡片。可通过时尚中心“设计师生涯”蔓蔓青青地图获得
str_res_item_name_3084509,木兰出征礼盒
str_res_item_detail_3084509,唧唧复唧唧，木兰当户织。不闻机杼声，惟闻女叹息。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084510,木兰奇遇礼盒
str_res_item_detail_3084510,万里赴戎机，关山度若飞。朔气传金柝，寒光照铁衣。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084511,木兰荣归礼盒
str_res_item_detail_3084511,归来见天子，天子坐明堂。策勋十二转，赏赐百千强。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084512,柠檬屿暖礼盒
str_res_item_detail_3084512,牵手在黄色的柠檬树下，享受这初夏酸甜的华年。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084513,柠檬香草礼盒
str_res_item_detail_3084513,爱情像一杯柠檬加香草，不浓又不太淡味道要刚好。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084514,柠檬青栀礼盒
str_res_item_detail_3084514,来不及把雨滴保存在夏天，奶茶店柠檬加糖总是太甜。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084515,默黑舞会礼盒
str_res_item_detail_3084515,走了依然会回来 ，扬起尘埃 都变成一种黑白 ，你是我爱的女孩 最爱的女孩。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084516,纯白邀约礼盒
str_res_item_detail_3084516,带我到温柔的默片时代 ，你那白的裙摆 那黑的流海 ，教我说美丽的一句对白 。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084517,爱情马戏礼盒
str_res_item_detail_3084517,扑克牌里我的肖像才一两张，你看你看我的重要性 。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084518,清梦翩跹礼盒
str_res_item_detail_3084518,梦里的你，身着白纱，舞姿翩跹。 无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084519,稚于最初礼盒
str_res_item_detail_3084519,最初的我们，满怀期待。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084520,沐叶清风礼盒
str_res_item_detail_3084520,沐兰祇扫地，叶下已西畿。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084521,浮曳橙空礼盒
str_res_item_detail_3084521,浮彩映窗楹，空里共裴回。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3050324,彩朝虹满包裹
str_res_item_detail_3050324,彩翠相氛氲，虹旌过蜃楼。
str_res_item_name_3050325,见雨初来包裹
str_res_item_detail_3050325,初时的雨，淅淅沥沥，延延绵绵。
str_res_item_name_3050326,迎花满枝包裹
str_res_item_detail_3050326,待你归来，花满枝头。
str_res_item_name_3050327,洞若耶溪包裹
str_res_item_detail_3050327,洞彻有清识，溪风为飒然。
str_res_item_name_3000059,糯米团儿变身道具
str_res_item_detail_3000059,对局中使用，随机将对局参与者中的一个人变成糯米团儿，持续20小节。
str_res_item_name_3084522,星舞强者礼盒
str_res_item_detail_3084522,神秘的礼盒
str_res_item_name_3084523,斗舞时刻礼盒
str_res_item_detail_3084523,神秘的礼盒
str_res_item_name_3084524,舞动排位礼盒
str_res_item_detail_3084524,神秘的礼盒
str_res_item_name_3084525,巅峰王者礼盒
str_res_item_detail_3084525,神秘的礼盒
str_res_item_name_3084526,滑稽礼盒
str_res_item_detail_3084526,神秘的礼盒
str_res_item_name_3084527,十周年幸运礼盒
str_res_item_detail_3084527,神秘的礼盒
str_res_item_name_3084528,十周年特别礼盒
str_res_item_detail_3084528,神秘的礼盒
str_res_item_name_3050328,轻松时刻道具包
str_res_item_detail_3050328,特别的道具包裹
str_res_item_name_3050329,坏笑道具包
str_res_item_detail_3050329,特别的道具包裹
str_res_item_name_3050330,十周年神秘道具包
str_res_item_detail_3050330,特别的道具包裹
str_res_item_name_3050331,十周年狂欢道具包
str_res_item_detail_3050331,特别的道具包裹
str_res_item_name_3018416,金键盘
str_res_item_detail_3018416,神秘的兑换道具
str_res_item_name_3018417,十周年力量
str_res_item_detail_3018417,神秘的兑换道具
str_res_item_name_3067050,纤纤缘结对戒盒
str_res_item_detail_3067050,纤纤情缘，爱你如初。购买后可将其中一个送给您的另一半
str_res_item_name_3028189,十周年密令
str_res_item_detail_3028189,神秘的活动道具
str_res_item_name_3028190,巅峰赛选手凭证
str_res_item_detail_3028190,巅峰总决赛参赛选手身份证明
str_res_item_name_3028191,巅峰赛报名凭证
str_res_item_detail_3028191,巅峰总决赛报名凭证
str_res_item_name_3116073,小丑精华
str_res_item_detail_3116073,"舞灵精华的一种，滑稽的演绎着自己的悲伤,没有人会看见小丑的眼泪。装备在舞灵塔可以带有特殊魔法效果。此物品可在商城购买，不可重复获取"
str_res_item_name_3116072,碧绿翠玉
str_res_item_detail_3116072,翠绿欲滴，浑然天成，浑体通透，晶莹剔透。在家园中获得材料后合成，可用于合成家园建筑外观
str_res_item_name_3115121,碧绿翠玉碎片A
str_res_item_detail_3115121,用于合成碧绿翠玉的材料，在对“仙境的神像”祈福时有几率获得
str_res_item_name_3115122,碧绿翠玉碎片B
str_res_item_detail_3115122,用于合成碧绿翠玉的材料，在“仙境的水池”中钓鱼有几率获得
str_res_item_name_3097401,幸运碎片
str_res_item_detail_3097401,被老张眷顾的幸运碎片，可用来合成超多惊喜道具
str_res_item_name_3050332,高级扭蛋券包裹
str_res_item_detail_3050332,打开包裹可获得高级扭蛋券
str_res_item_name_3076004,熊猫阿宝表情包
str_res_item_detail_3076004,拥有后可在聊天时使用特殊表情
str_res_item_name_3116074,音灵精华
str_res_item_detail_3116074,舞灵精华的一种，音符灵动，旋律飞扬。有神奇的魔力。装备在舞灵塔可以带有特殊魔法效果。此物品可在商城购买，不可重复获取
str_res_item_name_3018418,深海·1级附魔特效
str_res_item_detail_3018418,孕育海洋精华的附魔特效，可镶嵌在服饰或座驾上激活场景特效
str_res_item_name_3018419,深海·2级附魔特效
str_res_item_detail_3018419,孕育海洋精华的附魔特效，可镶嵌在服饰或座驾上激活场景特效
str_res_item_name_3018420,深海·3级附魔特效
str_res_item_detail_3018420,孕育海洋精华的附魔特效，可镶嵌在服饰或座驾上激活场景特效
str_res_item_name_3018421,附魔拆卸符文
str_res_item_detail_3018421,有神奇的力量，可以将附魔特效从服饰或座驾上完整拆卸
str_res_item_name_3097403,附魔升级符文
str_res_item_detail_3097403,有神奇的力量，附魔特效升级所需道具
str_res_item_name_3040036,美梦成真祝福
str_res_item_detail_3040036,我的愿望都会成真
str_res_item_name_3084538,疯狂经验礼盒
str_res_item_detail_3084538,藏有疯狂经验加成的道具。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084539,超级经验礼盒
str_res_item_detail_3084539,藏有超级经验加成的道具。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084540,古韵传统礼盒
str_res_item_detail_3084540,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084541,2018年4月礼物箱
str_res_item_detail_3084541,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084542,2018年5月礼物箱
str_res_item_detail_3084542,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084543,2018年6月礼物箱
str_res_item_detail_3084543,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084544,布艺绝伦礼盒
str_res_item_detail_3084544,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084545,至尊全布衣礼盒
str_res_item_detail_3084545,藏有QQ炫舞全部布衣的至尊礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084546,炫金礼盒
str_res_item_detail_3084546,神秘的礼盒。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3050333,缤纷暑假道具包
str_res_item_detail_3050333,特别的道具包裹
str_res_item_name_3050334,热死人的道具包
str_res_item_detail_3050334,特别的道具包裹
str_res_item_name_3028192,空调遥控器
str_res_item_detail_3028192,神秘的活动道具
str_res_item_name_3028193,十年之约召集令
str_res_item_detail_3028193,神秘的活动道具
str_res_item_name_3084547,风花礼盒
str_res_item_detail_3084547,炫舞梦工厂专属活动尊享。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084548,雪月礼盒
str_res_item_detail_3084548,炫舞梦工厂专属活动尊享。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084529,海影浩渺礼盒
str_res_item_detail_3084529,我心中有一个无尽的海洋，没有尽头的彼方，那里永远有阳光。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084530,迎风漂洋礼盒
str_res_item_detail_3084530,不用知道，终点多远，乘着风，迎着浪，你的爱让我坚强。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084531,千寻海城礼盒
str_res_item_detail_3084531,"一海千城梦,一梦海千城。无需钥匙，可直接开启；右键点击可了解礼盒内容"
str_res_item_name_3084535,竹林清幽礼盒
str_res_item_detail_3084535,漫步世外桃源的竹林深处，找回最初的我和你。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3084536,竹间泉流礼盒
str_res_item_detail_3084536,这蜿蜒的微笑，拥抱小桥溪流跟风唱起歌。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3018443,美容券
str_res_item_detail_3018443,在美容院进行捏脸和修改妆容时消耗的道具
str_res_item_name_3127001,乐谱-追光者
str_res_item_detail_3127001,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127002,乐谱-小苹果
str_res_item_detail_3127002,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127003,乐谱-刚好遇见你
str_res_item_detail_3127003,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127004,乐谱-就是爱你
str_res_item_detail_3127004,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127005,乐谱-美人鱼
str_res_item_detail_3127005,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127006,乐谱-发如雪
str_res_item_detail_3127006,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127007,乐谱-最美的期待
str_res_item_detail_3127007,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127008,乐谱-她说
str_res_item_detail_3127008,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127009,乐谱-欢乐颂
str_res_item_detail_3127009,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127010,乐谱-送别
str_res_item_detail_3127010,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127011,乐谱-粉刷匠
str_res_item_detail_3127011,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127012,乐谱-铃儿响叮当
str_res_item_detail_3127012,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127013,乐谱-半壶纱
str_res_item_detail_3127013,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127014,乐谱-千古
str_res_item_detail_3127014,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127015,乐谱-bad apple
str_res_item_detail_3127015,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127016,乐谱-樱桃小丸子
str_res_item_detail_3127016,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127017,乐谱-给我一首歌的时间
str_res_item_detail_3127017,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127018,乐谱-多幸运
str_res_item_detail_3127018,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127019,乐谱-老人与海
str_res_item_detail_3127019,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127020,乐谱-只对你有感觉
str_res_item_detail_3127020,地灵乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127021,乐谱-红昭愿
str_res_item_detail_3127021,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127022,乐谱-风筝误
str_res_item_detail_3127022,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127023,乐谱-凉凉
str_res_item_detail_3127023,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127024,乐谱-青花瓷
str_res_item_detail_3127024,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127025,乐谱-稻香
str_res_item_detail_3127025,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127026,乐谱-烟花易冷
str_res_item_detail_3127026,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127027,乐谱-梁祝
str_res_item_detail_3127027,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127028,乐谱-落花情
str_res_item_detail_3127028,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127029,乐谱-九九八十一
str_res_item_detail_3127029,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127030,乐谱-权御天下
str_res_item_detail_3127030,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127031,乐谱-极乐净土
str_res_item_detail_3127031,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127032,乐谱-七里香
str_res_item_detail_3127032,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127033,乐谱-告白气球
str_res_item_detail_3127033,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127034,乐谱-童话镇
str_res_item_detail_3127034,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127035,乐谱-后会无期
str_res_item_detail_3127035,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127036,乐谱-离人愁
str_res_item_detail_3127036,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127037,乐谱-西界
str_res_item_detail_3127037,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127038,乐谱-帝都
str_res_item_detail_3127038,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127039,乐谱-红尘客栈
str_res_item_detail_3127039,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3127040,乐谱-纸短情长
str_res_item_detail_3127040,天玄乐谱，可使用乐器在跨服社区、浪漫海滩进行演奏哦~
str_res_item_name_3126001,乐之绳结
str_res_item_detail_3126001,一个漂亮的绳结，相传是古代传递情感的信物，可在乐器图鉴中消耗来增加10点乐器亲密度
str_res_item_name_3126002,乐之丝带
str_res_item_detail_3126002,一根精美的丝带，相传是古代传递情感的信物，可在乐器图鉴中消耗来增加20点乐器亲密度
str_res_item_name_3126003,乐之风铃
str_res_item_detail_3126003,一只精致的风铃，相传是古代传递情感的信物，可在乐器图鉴中消耗来增加50点乐器亲密度
str_res_item_name_3018428,十周年生日币
str_res_item_detail_3018428,用于2018年05月炫舞十岁生日活动。
str_res_item_name_3034610,暖心甜品
str_res_item_name_3034611,清新午后
str_res_item_name_3018433,素袂舞步
str_res_item_detail_3018433,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018434,临风舞步
str_res_item_detail_3018434,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018435,长歌舞步
str_res_item_detail_3018435,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018444,彩逸舞步
str_res_item_detail_3018444,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018445,仙灵舞步
str_res_item_detail_3018445,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018446,卿尘舞步
str_res_item_detail_3018446,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018454,声泠舞步
str_res_item_detail_3018454,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018455,柔靡舞步
str_res_item_detail_3018455,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018456,莲仙舞步
str_res_item_detail_3018456,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018464,比翼舞步
str_res_item_detail_3018464,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018465,并蒂舞步
str_res_item_detail_3018465,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018466,轻歌舞步
str_res_item_detail_3018466,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3034612,甜蜜时光
str_res_item_name_3018430,梦境碎片·忆
str_res_item_detail_3018430,埋藏在梦境深处的记忆，通过曲水亭的各个玩法获得，可在琳琅肆中兑换心仪的物品
str_res_item_name_3018431,梦境碎片·镜
str_res_item_detail_3018431,埋藏在梦境深处的记忆，通过曲水亭的各个玩法获得，可在琳琅肆中兑换心仪的物品
str_res_item_name_3018432,梦境碎片·谜
str_res_item_detail_3018432,埋藏在梦境深处的记忆，通过曲水亭的各个玩法获得，可在琳琅肆中兑换心仪的物品
str_res_item_name_3018436,凌霄舞步
str_res_item_detail_3018436,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018437,望月舞步
str_res_item_detail_3018437,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018438,若素舞步
str_res_item_detail_3018438,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018439,罗翠舞步
str_res_item_detail_3018439,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018440,玉带舞步
str_res_item_detail_3018440,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018441,转合舞步
str_res_item_detail_3018441,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018442,花百舞步
str_res_item_detail_3018442,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018447,回霜舞步
str_res_item_detail_3018447,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018448,轻纤舞步
str_res_item_detail_3018448,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018449,莲鸢舞步
str_res_item_detail_3018449,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018450,长舒舞步
str_res_item_detail_3018450,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018451,烟柳舞步
str_res_item_detail_3018451,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018452,青黛舞步
str_res_item_detail_3018452,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018453,软罗舞步
str_res_item_detail_3018453,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018457,绘丹舞步
str_res_item_detail_3018457,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018458,楚歌舞步
str_res_item_detail_3018458,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018459,寒衫舞步
str_res_item_detail_3018459,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018460,浮梦舞步
str_res_item_detail_3018460,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018461,天阙舞步
str_res_item_detail_3018461,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018462,紫苏舞步
str_res_item_detail_3018462,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018463,倾念舞步
str_res_item_detail_3018463,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018467,琴瑟舞步
str_res_item_detail_3018467,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018468,连枝舞步
str_res_item_detail_3018468,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018469,鸿案舞步
str_res_item_detail_3018469,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018470,故剑舞步
str_res_item_detail_3018470,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018471,凤泊舞步
str_res_item_detail_3018471,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018472,鸾漂舞步
str_res_item_detail_3018472,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3018473,怜卿舞步
str_res_item_detail_3018473,可在悦舞阁中编辑自己喜欢的动作呦~
str_res_item_name_3007001,弹幕喇叭
str_res_item_detail_3007001,只能在口令活动时间内使用。
str_res_item_name_3036051,时光灵石
str_res_item_detail_3036051,时光宝盒的赠品，传说中飘逸在时空隧道深处的璀璨宝石。可在时光任意门活动中兑换其他赠品。
str_res_item_name_3050351,时光宝盒
str_res_item_detail_3050351,神秘的时光宝盒。双击或右键菜单进行使用。100%获得“音符输入器”。还可获得一个赠品“时光灵石”，使用后可增加100点人物经验或在时光任意门活动中兑换其他赠品。
str_res_item_name_3050352,微型时光宝盒
str_res_item_detail_3050352,打开后获得10个“音符输入器”和10个“时光灵石”。
